Population,Locality,Municipality,County,Latitude,Longitude,X-Sweref99TM,Y-Sweref99TM
3050,"Sävar",Umeå,Västerbotten,63.8949,20.5484,772143.17,7097151.33
3039,"Abborrberget",Strängnäs,Södermanland,59.3882,17.0413,615943.63,6585059.34
3026,"Tvååker",Varberg,Halland,57.04,12.396,342003.6,6324855.69
3009,"Ed",Dals-Ed,Västra Götaland,58.9115,11.9392,323736.3,6534229.79
3000,"Åkers styckebruk",Strängnäs,Södermanland,59.2613,17.1087,620217.53,6571055.48
2994,"Vintrosa",Lekeberg,Örebro,59.2467,14.904,494524.47,6567531.3
2987,"Irsta",Västerås,Västmanland,59.6028,16.6969,595773.45,6608398.18
2984,"Ockelbo",Ockelbo,Gävleborg,60.8985,16.718,593207.87,6752703.18
2972,"Stora Höga",Stenungsund,Västra Götaland,58.0164,11.8214,312243.76,6434951.01
2924,"Barnarp och Odensjö",Jönköping,Jönköping,57.7075,14.1755,450869.22,6396440.55
2916,"Munkfors",Munkfors,Värmland,59.8327,13.5406,418191.84,6633677.19
2900,"Kopparberg",Ljusnarsberg,Örebro,59.867,14.9838,499093.96,6636597.46
2892,"Styrsö och Donsö",Göteborg,Västra Götaland,57.6082,11.7906,308272.69,6389629.43
2870,"Norra Riksten",Botkyrka,Stockholm,59.1843,17.913,666426.58,6564209.41
2857,"Svinninge",Österåker,Stockholm,59.4438,18.2713,685471.39,6594033.68
2833,"Heby",Heby,Uppsala,59.943,16.8553,603655.4,6646519.97
2826,"Gamleby",Västervik,Kalmar,57.8983,16.4009,583036.81,6418253.17
2812,"Vålberg",Karlstad,Värmland,59.3897,13.1872,397037.09,6584853.2
2805,"Bjärnum",Hässleholm,Skåne,56.2922,13.7157,420507.72,6239340.64
2796,"Gimo",Östhammar,Uppsala,60.1727,18.1815,676485.24,6674895.52
2793,"Njurundabommen",Sundsvall,Västernorrland,62.2668,17.3757,623323.97,6906160.63
2782,"Hovsta",Örebro,Örebro,59.3458,15.2255,512823.1,6578578.85
2769,"Ånge",Ånge,Västernorrland,62.5232,15.6099,531397.45,6932610.7
2766,"Jokkmokk",Jokkmokk,Norrbotten,66.6061,19.8334,713981.09,7395755.78
2751,"Valdemarsvik",Valdemarsvik,Östergötland,58.206,16.5901,593441.16,6452746.7
2740,"Åseda",Uppvidinge,Kronoberg,57.1665,15.3485,521073.32,6335976.81
2716,"Gränna",Jönköping,Jönköping,58.021,14.4685,468601.73,6431175.7
2711,"Ödeshög",Ödeshög,Östergötland,58.2304,14.6561,479805.78,6454411.27
2705,"Deje",Forshaga,Värmland,59.6048,13.4772,414056.66,6608389.16
2703,"Fjärås kyrkby",Kungsbacka,Halland,57.4612,12.1647,329925.12,6372271.49
2699,"Frösakull",Halmstad,Halland,56.6647,12.7358,361235.95,6282357.85
2698,"Ekängen",Linköping,Östergötland,58.4696,15.6405,537361.91,6481177.66
2675,"Jämjö",Karlskrona,Blekinge,56.1937,15.8365,551910.44,6227957.11
2656,"Nordmaling",Nordmaling,Västerbotten,63.5709,19.5016,723413.59,7057059.36
2642,"Alunda",Östhammar,Uppsala,60.0672,18.0712,670914.65,6662867.58
2622,"Strömma",Värmdö,Stockholm,59.2953,18.5132,700053.07,6578213.31
2607,"Hörnefors",Umeå,Västerbotten,63.6207,19.9109,743273.71,7064097.75
2590,"Bälinge",Uppsala,Uppsala,59.9493,17.5238,640962.29,6648447.2
2559,"Frövi",Lindesberg,Örebro,59.4684,15.3654,520707.99,6592266.72
2545,"Röbäck",Umeå,Västerbotten,63.8034,20.1906,755451.04,7085496.55
2524,"Bureå",Skellefteå,Västerbotten,64.6145,21.2041,796409.03,7180005.37
2523,"Charlottenberg",Eda,Värmland,59.8825,12.3045,349146.61,6641395.16
2517,"Kolsva",Köping,Västmanland,59.5956,15.849,547930.79,6606683.53
2511,"Gånghester och Målsryd",Borås,Västra Götaland,57.69,13.0238,382192.26,6395917.18
2509,"Sveg",Härjedalen,Jämtland,62.0351,14.3641,466730.57,6878251.28
2502,"Vindeln",Vindeln,Västerbotten,64.1998,19.7271,729396.94,7127810.62
2493,"Stockvik",Sundsvall,Västernorrland,62.3432,17.3639,622399.87,6914649.39
2485,"Vikingstad",Linköping,Östergötland,58.383,15.4331,525323.67,6471429.32
2465,"Alfta",Ovanåker,Gävleborg,61.3417,16.0593,556672.57,6801310.07
2434,"Fritsla",Mark,Västra Götaland,57.5569,12.7906,367810.82,6381534.62
2434,"Rottne",Växjö,Kronoberg,57.022,14.8946,493602.12,6319837.55
2422,"Fjugesta",Lekeberg,Örebro,59.1757,14.8717,492665.82,6559627.6
2421,"Hyllinge",Åstorp,Skåne,56.104,12.8619,367020.75,6219711.75
2414,"Söråker",Timrå,Västernorrland,62.507,17.5125,629380.46,6933180.21
2414,"Ingared",Alingsås,Västra Götaland,57.8565,12.4616,349380.46,6415554.55
2405,"Henån",Orust,Västra Götaland,58.2351,11.669,304449.57,6459720.35
2375,"Österbybruk",Östhammar,Uppsala,60.1977,17.8937,660405.07,6676947.12
2354,"Strömsnäsbruk",Markaryd,Kronoberg,56.5497,13.7326,422081.95,6267982.08
2349,"Veddige",Varberg,Halland,57.2667,12.3312,339062.93,6350224.61
2333,"Fågelvikshöjden",Värmdö,Stockholm,59.262,18.4374,695930.68,6574279.4
2322,"Blomstermåla",Mönsterås,Kalmar,56.9677,16.3617,582786.09,6314613.47
2317,"Rimforsa",Kinda,Östergötland,58.1388,15.684,540272.52,6444366.71
2312,"Bergsviken",Piteå,Norrbotten,65.3054,21.3874,797363.77,7257576.42
2306,"Förslöv",Båstad,Skåne,56.3502,12.8194,365246.59,6247187.34
2302,"Kopparmora",Värmdö,Stockholm,59.3373,18.5829,703763.42,6583099.95
2278,"Klågerup",Svedala,Skåne,55.5961,13.2485,389629.7,6162523.37
2271,"Kåge",Skellefteå,Västerbotten,64.8352,20.9754,783188.11,7203471.55
2258,"Skinnskatteberg",Skinnskatteberg,Västmanland,59.8249,15.6937,538894.93,6632118.04
2255,"Storvik",Sandviken,Gävleborg,60.5853,16.5228,583426.63,6717564.07
2253,"Kvicksund",Västerås,Västmanland,59.4641,16.3251,575097.23,6592480.56
2253,"Glumslöv",Landskrona,Skåne,55.9426,12.8077,363082.83,6201867.15
2247,"Örbyhus",Tierp,Uppsala,60.2312,17.7081,649970.91,6680232.4
2236,"Delsbo",Hudiksvall,Gävleborg,61.8017,16.5532,581876.29,6853063.28
2213,"Jälla",Uppsala,Uppsala,59.9077,17.7314,652746.87,6644278.9
2192,"Ljungbyhed",Klippan,Skåne,56.0728,13.2305,389852.26,6215597.23
2190,"Pershagen",Södertälje,Stockholm,59.1514,17.657,651955.32,6559940.84
2188,"Grängesberg",Ludvika,Dalarna,60.0858,15.0166,500923.61,6660965.9
2186,"Obbola",Umeå,Västerbotten,63.6966,20.3109,762353.39,7074112.63
2183,"Tillberga",Västerås,Västmanland,59.683,16.6199,591208.48,6617227.03
2180,"Malmköping",Flen,Södermanland,59.134,16.7304,599023.96,6556257.91
2177,"Djurås",Gagnef,Dalarna,60.5551,15.1106,506064.87,6713238.07
2162,"Sjuntorp",Trollhättan,Västra Götaland,58.1954,12.2209,336653.39,6453830.96
2148,"Ekeby-Almby",Örebro,Örebro,59.262,15.3349,519097.21,6569272.31
2135,"Storuman",Storuman,Västerbotten,65.0994,17.1196,599569.3,7221202.17
2130,"Jonstorp",Höganäs,Skåne,56.2355,12.6746,355867.22,6234719.65
2128,"Forserum",Nässjö,Jönköping,57.7022,14.4705,468444.02,6395679.41
2123,"Bua",Varberg,Halland,57.2329,12.1269,326585.75,6346968.47
2113,"Vansbro",Vansbro,Dalarna,60.5119,14.222,457277.22,6708680.26
2108,"Arbrå",Bollnäs,Gävleborg,61.473,16.3708,573030.53,6816243.4
2106,"Bjursås",Falun,Dalarna,60.7357,15.4429,524152.04,6733431.24
2086,"Insjön",Leksand,Dalarna,60.6762,15.0926,505060.47,6726720.94
2066,"Storfors",Storfors,Värmland,59.5374,14.2749,458995.35,6600122.28
2062,"Kolbäck",Hallstahammar,Västmanland,59.5641,16.2294,569468.96,6603505.51
2062,"Ultuna",Uppsala,Uppsala,59.817,17.6465,648402.92,6633993.61
2045,"Getinge",Halmstad,Halland,56.819,12.7314,361532.1,6299538.48
2045,"Bodafors",Nässjö,Jönköping,57.5064,14.7022,482156.79,6373792.47
2043,"Tanumshede",Tanum,Västra Götaland,58.7195,11.3295,287474.87,6514634.82
2042,"Torsås",Torsås,Kalmar,56.4087,16.0022,561843.7,6252020.99
2036,"Norsjö",Norsjö,Västerbotten,64.9153,19.481,711839.43,7206518.85
2031,"Råneå",Luleå,Norrbotten,65.8563,22.2948,832347.27,7323234.61
2031,"Mockfjärd",Gagnef,Dalarna,60.4996,14.9323,496282.01,6707055.37
2028,"Ljungaverk och Fränsta",Ånge,Västernorrland,62.497,16.0529,554244.38,6929987.68
2022,"Svängsta",Karlshamn,Blekinge,56.2659,14.7708,485801.53,6235700.67
2021,"Svanesund",Orust,Västra Götaland,58.1426,11.8172,312659.1,6449008.27
2013,"Pajala",Pajala,Norrbotten,67.2144,23.3712,860882.98,7479646.65
2013,"Stångby",Lund,Skåne,55.7505,13.1973,386854.42,6179779.53
2010,"Robertsfors",Robertsfors,Västerbotten,64.1924,20.8509,783903.36,7131517.05
2006,"Hunnebostrand",Sotenäs,Västra Götaland,58.4423,11.3045,284330.97,6483886.84
1995,"Malå",Malå,Västerbotten,65.1855,18.7369,674915.38,7234308.34
1992,"Ljusne",Söderhamn,Gävleborg,61.2116,17.1258,614196.12,6788208.12
1978,"Arninge",Täby,Stockholm,59.4669,18.129,677283.65,6596216.45
1972,"Brastad",Lysekil,Västra Götaland,58.3842,11.4718,293746.92,6476890.96
1972,"Kvidinge",Åstorp,Skåne,56.1335,13.0582,379319.17,6222636.22
1971,"Högsby",Högsby,Kalmar,57.1698,16.023,561859.24,6336747.39
1961,"Skattkärr",Karlstad,Värmland,59.4123,13.6693,424467.46,6586714.08
1958,"Anderslöv",Trelleborg,Skåne,55.4388,13.3175,393555.21,6144907.52
1946,"Mörarp",Helsingborg,Skåne,56.058,12.875,367680.5,6214568.25
1946,"Lönsboda",Osby,Skåne,56.3978,14.3147,457698.57,6250563.93
1941,"Nossebro",Essunga,Västra Götaland,58.1884,12.7227,366114.3,6451946.74
1930,"Färgelanda",Färgelanda,Västra Götaland,58.5705,11.9941,325195.18,6496147.96
1929,"Storå",Lindesberg,Örebro,59.7015,15.0995,505598.64,6618175.32
1922,"Grebbestad",Tanum,Västra Götaland,58.6921,11.2479,282581.91,6511856.32
1915,"Dalarö",Haninge,Stockholm,59.1484,18.416,695357.35,6561581.51
1914,"Stigtomta",Nyköping,Södermanland,58.8029,16.7826,602989.14,6519480.91
1912,"Älvdalen",Älvdalen,Dalarna,61.2237,14.0451,448718.86,6788074.16
1908,"Molkom",Karlstad,Värmland,59.6036,13.7183,427656.62,6607969.33
1901,"Sandarne",Söderhamn,Gävleborg,61.2699,17.1573,615670.84,6794762.64
1894,"Ingelstad",Växjö,Kronoberg,56.741,14.9196,495082.98,6288559.65
1887,"Grycksbo",Falun,Dalarna,60.6876,15.4799,526210.81,6728091.31
1876,"Östra Ljungby",Klippan,Skåne,56.1943,13.0564,379401.93,6229403.15
1873,"Skepplanda",Ale,Västra Götaland,57.9804,12.2054,334749.81,6429946.84
1873,"Sösdala",Hässleholm,Skåne,56.0388,13.679,417694.51,6211188.99
1871,"Lödöse",Lilla Edet,Västra Götaland,58.029,12.1619,332410.09,6435463.65
1871,"Stavsnäs",Värmdö,Stockholm,59.2818,18.6479,707798.05,6577122.15
1870,"Krokom",Krokom,Jämtland,63.3305,14.4482,472366.4,7022528.03
1868,"Rosvik",Piteå,Norrbotten,65.4286,21.6837,809662.09,7272669.67
1866,"Teckomatorp",Svalöv,Skåne,55.8683,13.0925,380639.26,6193066.7
1864,"Stallarholmen",Strängnäs,Södermanland,59.3623,17.1986,624972.41,6582456.09
1863,"Moheda",Alvesta,Kronoberg,57.0053,14.573,474065.13,6318056.72
1860,"Fjälkinge",Kristianstad,Skåne,56.0415,14.2766,454929.12,6210937.38
1844,"Virserum",Hultsfred,Kalmar,57.315,15.579,534877.79,6352600.2
1839,"Trångforsen och Heden",Boden,Norrbotten,65.8188,21.5685,799796.35,7315414.54
1831,"Ljungbyholm",Kalmar,Kalmar,56.6261,16.1649,571468.73,6276376.46
1831,"Vislanda",Alvesta,Kronoberg,56.7867,14.4479,466266.78,6293779.59
1829,"Rosersberg",Sigtuna,Stockholm,59.5739,17.8797,662649.77,6607483.27
1821,"Haverdal",Halmstad,Halland,56.7247,12.6729,357606.68,6289162.16
1818,"Östervåla",Heby,Uppsala,60.179,17.1816,621012.47,6673348.99
1812,"Bollstabruk",Kramfors,Västernorrland,62.9855,17.6776,635667.98,6986799.02
1810,"Vibble",Gotland,Gotland,57.5976,18.2185,692330.61,6388474.12
1806,"Bjästa",Örnsköldsvik,Västernorrland,63.205,18.5038,676167.7,7013234.93
1802,"Mörbylånga",Mörbylånga,Kalmar,56.5191,16.387,585335.88,6264712.51
1796,"Vittsjö",Hässleholm,Skåne,56.3446,13.6596,417151.17,6245241.98
1794,"Stenstorp",Falköping,Västra Götaland,58.2729,13.7179,424799.02,6459804.94
1792,"Kaxholmen",Jönköping,Jönköping,57.8526,14.3055,458780.62,6412507.77
1783,"Källby",Götene,Västra Götaland,58.5192,13.2905,400425.44,6487783.27
1781,"Gullbrandstorp",Halmstad,Halland,56.7046,12.7322,361161.24,6286799.72
1779,"Braås",Växjö,Kronoberg,57.0629,15.0513,503109.42,6324385.5
1775,"Åled",Halmstad,Halland,56.7442,12.9445,374287.44,6290800.85
1770,"Järbo",Sandviken,Gävleborg,60.7213,16.5893,586706.93,6732792.79
1769,"Lenhovda",Uppvidinge,Kronoberg,56.9926,15.2923,517761.22,6316602.54
1766,"Hemse",Gotland,Gotland,57.2326,18.361,702848.07,6348278.29
1759,"Forsbacka",Gävle,Gävleborg,60.6112,16.9119,604658.01,6721007.11
1758,"Hillerstorp",Gnosjö,Jönköping,57.3143,13.8829,432713.85,6352925.44
1751,"Halla Heberg",Kungsbacka,Halland,57.4561,11.9438,316659,6372281.69
1751,"Lammhult",Växjö,Kronoberg,57.1683,14.5805,474632.01,6336204.03
1750,"Söderfors",Tierp,Uppsala,60.3852,17.2419,623576.42,6696410.79
1747,"Vännäsby",Vännäs,Västerbotten,63.9166,19.7951,735071.01,7096567.43
1747,"Hästveda",Hässleholm,Skåne,56.2879,13.9347,434054.55,6238637.66
1746,"Slottsskogen",Håbo,Uppsala,59.6902,17.6069,646741.02,6619797.96
1741,"Byske",Skellefteå,Västerbotten,64.9497,21.2031,792699.41,7217219.73
1741,"Bergeforsen",Timrå,Västernorrland,62.5338,17.3867,622798.28,6935921.23
1741,"Marieholm",Eslöv,Skåne,55.8631,13.1657,385203.29,6192366.01
1737,"Övertorneå",Övertorneå,Norrbotten,66.3856,23.6241,884509.56,7389468.29
1736,"Antnäs",Luleå,Norrbotten,65.5702,21.7735,812110.99,7288830.73
1720,"Bräkne-Hoby",Ronneby,Blekinge,56.2332,15.1161,507199.11,6232035.59
1701,"Arjeplog",Arjeplog,Norrbotten,66.0469,17.8531,629216.81,7328079.8
1689,"Hasslö",Karlskrona,Blekinge,56.112,15.4677,529082.78,6218645.64
1678,"Åsele",Åsele,Västerbotten,64.1608,17.3419,613867.97,7117029.18
1665,"Kode",Kungälv,Västra Götaland,57.9418,11.8533,313741.56,6426570.5
1664,"Bredsand",Enköping,Uppsala,59.5843,17.076,617230.97,6606943.36
1659,"Rinkabyholm",Kalmar,Kalmar,56.6563,16.2606,577282.76,6279839.34
1650,"Skegrie",Trelleborg,Skåne,55.4058,13.0834,378644.71,6141619.03
1649,"Rävlanda",Härryda,Västra Götaland,57.6539,12.4991,350773.08,6392928.05
1646,"Asmundtorp",Landskrona,Skåne,55.8851,12.9484,371677.12,6195198.28
1645,"Trönninge",Halmstad,Halland,56.6204,12.9429,373775.5,6277021.25
1643,"Pålsboda",Hallsberg,Örebro,59.065,15.3404,519522.11,6547343.96
1642,"Lagan",Ljungby,Kronoberg,56.9154,13.994,438750.96,6308414.77
1642,"Kimstad",Norrköping,Östergötland,58.5461,15.9659,556222.33,6489913.94
1636,"Burträsk",Skellefteå,Västerbotten,64.5171,20.6449,770713.57,7166686.93
1629,"Rydaholm",Värnamo,Jönköping,56.9832,14.2872,456678.98,6315739.99
1628,"Rönnäng",Tjörn,Västra Götaland,57.9408,11.575,297268.03,6427259.37
1624,"Järna",Vansbro,Dalarna,60.5441,14.3777,465859.9,6712170.67
1622,"Lilla Edet västra",Lilla Edet,Västra Götaland,58.1354,12.1102,329862.13,6447432.12
1615,"Hälleforsnäs",Flen,Södermanland,59.1532,16.5025,585932.27,6558075.5
1606,"Boliden",Skellefteå,Västerbotten,64.8661,20.378,754637.71,7204366.79
1605,"Ersmark",Umeå,Västerbotten,63.8854,20.3147,760788.02,7095115.49
1602,"Hölö",Södertälje,Stockholm,59.0228,17.5318,645338.98,6545340.39
1597,"Harplinge",Halmstad,Halland,56.7445,12.7265,360959.33,6291255.08
1597,"Öregrund",Östhammar,Uppsala,60.3315,18.4429,690055.93,6693290.98
1593,"Floby",Falköping,Västra Götaland,58.1388,13.3401,402269.85,6445361.46
1591,"Mariannelund",Eksjö,Jönköping,57.6125,15.5721,534179.68,6385708.94
1589,"Järpen",Åre,Jämtland,63.3535,13.4475,422322,7025913.71
1589,"Husum",Örnsköldsvik,Västernorrland,63.337,19.1619,708265.35,7029906.65
1589,"Jämshög",Olofström,Blekinge,56.2419,14.5307,470911.12,6233097.02
1579,"Norrfjärden",Piteå,Norrbotten,65.4159,21.5059,801592.1,7270401.72
1579,"Trekanten",Kalmar,Kalmar,56.6952,16.1206,568626.67,6284016.18
1576,"Enviken",Falun,Dalarna,60.81,15.7327,539867.26,6741846.64
1571,"Enbacka och Mora",Säter,Dalarna,60.406,15.6068,533427.69,6696782.93
1567,"Gullspång",Gullspång,Västra Götaland,58.9693,14.101,448305.77,6536982.46
1561,"Beddingestrand",Trelleborg,Skåne,55.3696,13.4456,401489.68,6137021.14
1550,"Långsele",Sollefteå,Västernorrland,63.1769,17.0593,603666.28,7006957.65
1550,"Garphyttan",Örebro,Örebro,59.3039,14.9353,496312.85,6573892.22
1550,"Färlöv",Kristianstad,Skåne,56.0645,14.0857,443075.42,6213635.53
1550,"Glimåkra",Östra Göinge,Skåne,56.3044,14.1358,446524.78,6240295.16
1549,"Barkarö",Västerås,Västmanland,59.554,16.5009,584836.4,6602699.77
1549,"Jörlanda",Stenungsund,Västra Götaland,57.9973,11.813,311647.25,6432855.82
1545,"Ekenässjön",Vetlanda,Jönköping,57.4839,15.0205,501227.45,6371255.86
1544,"Kågeröd",Svalöv,Skåne,56,13.0852,380585.88,6207736.39
1541,"Klintehamn",Gotland,Gotland,57.3871,18.1987,692249.59,6365003.58
1539,"Kallfors",Södertälje,Stockholm,59.1112,17.5468,645822.25,6555212.64
1538,"Brålanda",Vänersborg,Västra Götaland,58.5638,12.3495,345823.65,6494530.86
1537,"Bredaryd",Värnamo,Jönköping,57.1735,13.7374,423659.85,6337402.53
1532,"Älmsta",Norrtälje,Stockholm,59.9695,18.8027,712223.9,6654117.89
1525,"Hällevik",Sölvesborg,Blekinge,56.0134,14.7063,481687.21,6207611.75
1523,"Sollebrunn",Alingsås,Västra Götaland,58.1227,12.5315,354606.81,6445031.92
1523,"Blentarp",Sjöbo,Skåne,55.5778,13.5911,411177.01,6159997.16
1522,"Sörforsa",Hudiksvall,Gävleborg,61.7179,16.9698,604112.14,6844331.12
1519,"Veinge",Laholm,Halland,56.5608,13.0869,382423.77,6270135.51
1513,"Järvsö",Ljusdal,Gävleborg,61.7087,16.1608,561378.94,6842278.99
1510,"Landsbro",Vetlanda,Jönköping,57.3688,14.9055,494317.42,6358445.54
1509,"Vrigstad",Sävsjö,Jönköping,57.3531,14.4737,468332.6,6356816.64
1506,"Gantofta",Helsingborg,Skåne,55.989,12.8022,362903.81,6207032
1498,"Bergby",Gävle,Gävleborg,60.916,17.0876,613192.16,6755227.92
1491,"Angered",Göteborg,Västra Götaland,57.7854,12.0944,327260.55,6408522.8
1490,"Älvkarleby",Älvkarleby,Uppsala,60.5682,17.4488,634218.68,6717195.92
1489,"Nolvik",Göteborg,Västra Götaland,57.7745,11.8354,311809.53,6408008.46
1484,"Limmared",Tranemo,Västra Götaland,57.537,13.3599,401814.11,6378349.14
1483,"Hanaskog",Östra Göinge,Skåne,56.1588,14.0917,443587.63,6224120.81
1482,"Ölsta och Steningehöjden",Sigtuna,Stockholm,59.6249,17.7971,657745.73,6612966.39
1481,"Slite",Gotland,Gotland,57.7108,18.8013,726430.19,6402862.65
1476,"Morgongåva",Heby,Uppsala,59.9335,16.9586,609452.02,6645626.76
1475,"Valla",Katrineholm,Södermanland,59.0196,16.3757,578988.51,6543049.11
1473,"Björkö",Öckerö,Västra Götaland,57.7317,11.6787,302259.29,6403691.65
1471,"Ås",Krokom,Jämtland,63.242,14.5674,478268.51,7012622.81
1470,"Sjörröd",Hässleholm,Skåne,56.1441,13.7308,421138.04,6222847.21
1467,"Bräcke",Bräcke,Jämtland,62.7493,15.4188,521396.33,6957731.84
1465,"Åsbro",Askersund,Örebro,58.993,15.0518,502976.68,6539276.43
1461,"Ödsmål",Stenungsund,Västra Götaland,58.1198,11.8469,314289.43,6446387.29
1460,"Forsheda",Värnamo,Jönköping,57.1618,13.8321,429361.79,6336005.84
1452,"Stöpen",Skövde,Västra Götaland,58.4806,13.8674,433951.94,6482770.64
1450,"Ryd",Tingsryd,Kronoberg,56.4617,14.6914,480984.33,6257508.22
1445,"Lövstalöt",Uppsala,Uppsala,59.9576,17.5793,644025.41,6649491.46
1443,"Strövelstorp",Ängelholm,Skåne,56.1837,12.8445,366218.67,6228621.23
1442,"Önnestad",Kristianstad,Skåne,56.0512,14.024,439207.78,6212205.69
1440,"Långshyttan",Hedemora,Dalarna,60.4511,16.0382,557118.45,6702102.86
1432,"Fellingsbro",Lindesberg,Örebro,59.4384,15.5825,533039.42,6589011.24
1429,"Målilla",Hultsfred,Kalmar,57.3813,15.7566,545489.62,6360083.23
1422,"Örsundsbro",Enköping,Uppsala,59.733,17.3079,629746.5,6623938.56
1412,"Timmernabben",Mönsterås,Kalmar,56.9699,16.4356,587276.36,6314953.1
1411,"Rydsgård",Skurup,Skåne,55.4764,13.5918,410991.69,6148709.81
1408,"Sibbhult",Östra Göinge,Skåne,56.2695,14.1995,450421.96,6236363.87
1405,"Kurveröd",Uddevalla,Västra Götaland,58.3631,11.8903,318090.09,6473340.67
1396,"Västra Hagen",Kungsbacka,Halland,57.4279,11.9365,316079.78,6369168.06
1392,"Vattholma",Uppsala,Uppsala,60.0188,17.7312,652226.86,6656653.65
1390,"Rindö",Vaxholm,Stockholm,59.3986,18.3843,692131.45,6589328.8
1383,"Täfteå",Umeå,Västerbotten,63.8401,20.4802,769326.3,7090769.44
1381,"Diseröd",Kungälv,Västra Götaland,57.9281,12.0256,323869.25,6424586.09
1374,"Bergsjö",Nordanstig,Gävleborg,61.9813,17.061,608000.61,6873808.31
1374,"Västerbodarna",Alingsås,Västra Götaland,57.8847,12.4696,349969.34,6418684.11
1374,"Romakloster",Gotland,Gotland,57.5135,18.4443,706292.76,6379786.92
1373,"Sturkö",Karlskrona,Blekinge,56.1011,15.6835,542514.22,6217547.24
1370,"Hököpinge",Vellinge,Skåne,55.4934,13.0019,373768.46,6151513.95
1366,"Åmotfors",Eda,Värmland,59.7643,12.3657,352044.73,6628103.19
1365,"Mjällby",Sölvesborg,Blekinge,56.0476,14.6887,480608.78,6211422.73
1362,"Hestra",Gislaved,Jönköping,57.4459,13.5922,415509.91,6367894.54
1360,"Skivarp",Skurup,Skåne,55.4261,13.5667,409294.69,6143146.86
1351,"Sätila",Mark,Västra Götaland,57.5385,12.4396,346735.91,6380226.13
1349,"Dals Långed",Bengtsfors,Västra Götaland,58.9262,12.3126,345297.72,6534942.71
1345,"Ängsmon",Östersund,Jämtland,63.1433,14.7559,487695.65,7001578
1338,"Nybrostrand",Ystad,Skåne,55.4354,13.9425,433086.75,6143757.02
1337,"Svärdsjö",Falun,Dalarna,60.7418,15.9052,549355.77,6734370.3
1332,"Stehag",Eslöv,Skåne,55.8984,13.3972,399777.18,6195929.53
1328,"Färila",Ljusdal,Gävleborg,61.7963,15.8064,542520,6851753.55
1328,"Degeberga",Kristianstad,Skåne,55.8302,14.0908,443047.36,6187550.13
1323,"Odensbacken",Örebro,Örebro,59.1642,15.529,530246.8,6558459.38
1323,"Brunn",Värmdö,Stockholm,59.2842,18.4259,695148.52,6576720.01
1320,"Dorotea",Dorotea,Västerbotten,64.2634,16.4055,568093.34,7127117.22
1320,"Kvänum",Vara,Västra Götaland,58.2983,13.1872,393747.08,6463356.61
1319,"Virsbo",Surahammar,Västmanland,59.8697,16.044,558458.35,6637356.22
1319,"Sorunda",Nynäshamn,Stockholm,59.0152,17.8202,661923.75,6545164.82
1314,"Näsum",Bromölla,Skåne,56.1769,14.4908,468387.97,6225884.63
1313,"Stöde",Sundsvall,Västernorrland,62.4163,16.5739,581301.65,6921551.6
1313,"Reftele",Gislaved,Jönköping,57.1744,13.5946,415030.81,6337677.07
1305,"Frufällan",Borås,Västra Götaland,57.7675,12.9673,379083.45,6404642.38
1304,"Bor",Värnamo,Jönköping,57.1143,14.1678,449598.84,6330412.35
1302,"Ärla",Eskilstuna,Södermanland,59.2847,16.6759,595483.68,6572951.59
1293,"Siljansnäs",Leksand,Dalarna,60.7758,14.8649,492638.88,6737818.76
1293,"Tjuvkil",Kungälv,Västra Götaland,57.8958,11.7466,307179.83,6421749.49
1292,"Vänge",Uppsala,Uppsala,59.8572,17.435,636383.49,6638011.25
1287,"Smygehamn",Trelleborg,Skåne,55.3471,13.3676,396486.93,6134629.8
1287,"Löberöd",Eslöv,Skåne,55.7763,13.5347,408087.7,6182157.54
1284,"Töcksfors",Årjäng,Värmland,59.5077,11.8409,321224.25,6600831.74
1278,"Ankarsrum",Västervik,Kalmar,57.6994,16.3339,579505.12,6396026.97
1276,"Bergs slussar",Linköping,Östergötland,58.4873,15.5268,530713.96,6483086.73
1274,"Torup",Hylte,Halland,56.9515,13.0747,382900.3,6313640.4
1272,"Roknäs",Piteå,Norrbotten,65.3471,21.1824,787388.58,7261249.5
1272,"Hova",Gullspång,Västra Götaland,58.8522,14.2172,454836.69,6523860.43
1265,"Köpingebro",Ystad,Skåne,55.4557,13.9332,432533.69,6146016.51
1263,"Karlholmsbruk",Tierp,Uppsala,60.519,17.6062,643061.14,6712048.15
1261,"Horred",Mark,Västra Götaland,57.3576,12.4736,348023.48,6360014.86
1245,"Saxtorpsskogen",Landskrona,Skåne,55.8327,12.9339,370593.6,6189391.68
1231,"Göta",Lilla Edet,Västra Götaland,58.1029,12.1511,332116.96,6443710.14
1221,"Bergkvara",Torsås,Kalmar,56.391,16.0775,566520.11,6250122.35
1219,"Knäred",Laholm,Halland,56.5177,13.3249,396934.33,6264962.3
1217,"Marmaskogen",Söderhamn,Gävleborg,61.2832,16.9309,603493.53,6795859.53
1217,"Norrhult-Klavreström",Uppvidinge,Kronoberg,57.1273,15.153,509262.1,6331572.41
1216,"Ramnäs",Surahammar,Västmanland,59.7694,16.2052,567685.74,6626344.87
1215,"Ljung och Annelund",Herrljunga,Västra Götaland,57.9892,13.0769,386299.27,6429121.71
1212,"Gagnef",Gagnef,Dalarna,60.596,15.0736,504029.85,6717791.95
1204,"Björboholm",Lerum,Västra Götaland,57.869,12.3221,341158.45,6417268.7
1204,"Viby",Kristianstad,Skåne,56.0164,14.2265,451777.64,6208179.83
