Population,Locality,Municipality,County,Latitude,Longitude,X-Sweref99TM,Y-Sweref99TM
1202,"Hjärnarp",Ängelholm,Skåne,56.32,12.9217,371461.86,6243631.52
1193,"Koskullskulle",Gällivare,Norrbotten,67.1868,20.7401,748070.6,7463669.43
1186,"Steninge",Halmstad,Halland,56.7652,12.6343,355400.14,6293744.06
1186,"Lindholmen",Vallentuna,Stockholm,59.5844,18.106,675372.39,6609231.91
1182,"Lit",Östersund,Jämtland,63.3225,14.8536,492666.13,7021527.97
1182,"Vikarbyn",Rättvik,Dalarna,60.9117,15.014,500757.35,6752951.29
1179,"Köpmanholmen",Örnsköldsvik,Västernorrland,63.1625,18.552,678849.25,7008647.68
1179,"Gnarp",Nordanstig,Gävleborg,62.0521,17.2389,617049.55,6882004.22
1179,"Härryda",Härryda,Västra Götaland,57.7005,12.2818,338017.46,6398613.14
1179,"Djurö",Värmdö,Stockholm,59.3114,18.6955,710326.35,6580562.5
1173,"Bredbyn",Örnsköldsvik,Västernorrland,63.4513,18.1024,654670.8,7039615.55
1168,"Kilafors",Bollnäs,Gävleborg,61.2312,16.5592,583713.72,6789538.44
1168,"Tärnsjö",Heby,Uppsala,60.1601,16.9323,607245.06,6670814.78
1162,"Södra Vi",Vimmerby,Kalmar,57.7378,15.7914,547120.34,6399799.49
1157,"Kärna",Kungälv,Västra Götaland,57.8457,11.7976,309940.04,6416025.95
1155,"Överum",Västervik,Kalmar,57.9899,16.3105,577483.08,6428336.09
1150,"Björlanda",Göteborg,Västra Götaland,57.7623,11.8183,310729.31,6406694.26
1150,"Marielund",Strängnäs,Södermanland,59.2496,17.1785,624238.97,6569875.06
1149,"Bläshammar och Trönningenäs",Varberg,Halland,57.1447,12.2416,333111.8,6336865.82
1141,"Billingsfors",Bengtsfors,Västra Götaland,58.9828,12.2431,341556.75,6541399.17
1141,"Gemla",Växjö,Kronoberg,56.8718,14.651,478726.65,6303173.32
1131,"Mölnbo",Södertälje,Stockholm,59.0491,17.4184,638724.46,6548034.47
1130,"Axvall",Skara,Västra Götaland,58.3859,13.5753,416699.11,6472561.37
1113,"Sorsele",Sorsele,Västerbotten,65.5326,17.5416,617438.07,7270186.65
1112,"Malmbäck",Nässjö,Jönköping,57.5741,14.4597,467686.98,6381425.44
1111,"Länghem",Tranemo,Västra Götaland,57.5992,13.2297,394198.39,6385464.12
1111,"Svalsta",Nyköping,Södermanland,58.7427,16.8705,608258.67,6512907.91
1110,"Malmen",Västerås,Västmanland,59.5484,16.6733,594596.55,6602312.42
1110,"Gärsnäs",Simrishamn,Skåne,55.5485,14.1848,448564.31,6156129.22
1110,"Gusum",Valdemarsvik,Östergötland,58.2684,16.5012,588068.23,6459570.61
1109,"Grillby",Enköping,Uppsala,59.6256,17.259,627407.03,6611888.64
1105,"Sköllersta",Hallsberg,Örebro,59.1369,15.3375,519310.44,6555349
1103,"Hammarstrand",Ragunda,Jämtland,63.1084,16.3194,566577.42,6998353.11
1101,"Björneborg",Kristinehamn,Värmland,59.2407,14.2476,457073.48,6567095.64
1100,"Sundbyholm",Eskilstuna,Södermanland,59.4384,16.6107,591351.68,6589970.06
1097,"Tureholm",Ekerö,Stockholm,59.3199,17.745,656212.04,6578890.52
1095,"Slöinge",Falkenberg,Halland,56.8512,12.694,359373.3,6303194.6
1091,"Torekov",Båstad,Skåne,56.4239,12.6299,353817.39,6255781.55
1089,"Enhagen-Ekbacken",Västerås,Västmanland,59.5651,16.5302,586462.1,6603979.72
1085,"Hortlax",Piteå,Norrbotten,65.2809,21.4059,798498.03,7254938.29
1085,"Glommen",Falkenberg,Halland,56.9387,12.3666,339786.95,6313646.88
1084,"Mölltorp",Karlsborg,Västra Götaland,58.4961,14.4143,465860.48,6484088.02
1083,"Hammerdal",Strömsund,Jämtland,63.5726,15.3578,517765.86,7049443.87
1082,"Ornäs",Borlänge,Dalarna,60.5025,15.5304,529135.65,6707497.28
1081,"Påskallavik",Oskarshamn,Kalmar,57.1661,16.4555,588021.88,6336819.91
1078,"Ellös",Orust,Västra Götaland,58.1801,11.477,292861.8,6454171.53
1074,"Horndal",Avesta,Dalarna,60.294,16.411,577998.09,6684992.38
1074,"Slottsbron",Grums,Värmland,59.3217,13.1033,392059.52,6577411.89
1074,"Tångaberg",Varberg,Halland,57.1818,12.2185,331880.53,6341052.11
1071,"Grebo",Åtvidaberg,Östergötland,58.3028,15.8712,551056.85,6462758.13
1070,"Vinninga",Lidköping,Västra Götaland,58.4528,13.2627,398614.14,6480429.82
1069,"Valje",Bromölla,Skåne,56.0544,14.5325,470886.26,6212236.3
1065,"Sjövik",Lerum,Västra Götaland,57.9132,12.3724,344333.27,6422073.43
1064,"Billeberga",Svalöv,Skåne,55.8781,12.9944,374528.69,6194330.47
1054,"Funäsdalen",Härjedalen,Jämtland,62.546,12.5504,374021.01,6937396.18
1053,"Älgö",Nacka,Stockholm,59.2651,18.3465,690729.81,6574360.69
1051,"Tormestorp",Hässleholm,Skåne,56.1152,13.7463,422047.68,6219613.3
1047,"Stockaryd",Sävsjö,Jönköping,57.3181,14.5927,475471.96,6352872.09
1035,"Överkalix",Överkalix,Norrbotten,66.3189,22.8428,850763.51,7377492.17
1035,"Södra Hallstahammar",Hallstahammar,Västmanland,59.6029,16.2139,568518.5,6607817.54
1034,"Västra Ingelstad",Vellinge,Skåne,55.4962,13.1121,380734.7,6151631.63
1026,"Årsunda",Sandviken,Gävleborg,60.5181,16.7315,595057.47,6710358.22
1025,"Storebro",Vimmerby,Kalmar,57.5871,15.8407,550264.04,6383051.95
1024,"Dingtuna",Västerås,Västmanland,59.5728,16.3887,578449.92,6604654.99
1023,"Listerby",Ronneby,Blekinge,56.1919,15.3973,524653.62,6227508.09
1021,"Hedesunda",Gävle,Gävleborg,60.402,16.9914,609713.63,6697838.25
1019,"Våxtorp",Laholm,Halland,56.4166,13.1187,383938.63,6254037.22
1018,"Svenstavik",Berg,Jämtland,62.7654,14.4292,470855.02,6959585.27
1018,"Gunnebo",Västervik,Kalmar,57.7234,16.53,591129.43,6398943.47
1017,"Kil",Nacka,Stockholm,59.333,18.3264,689211.4,6581862.48
1014,"Hällbäcken och Sinksundet",Luleå,Norrbotten,65.6243,22.2014,831072.32,7297022.31
1013,"Bjurholm",Bjurholm,Västerbotten,63.9293,19.2197,706802.07,7095979.3
1012,"Flyinge",Eslöv,Skåne,55.7544,13.3664,397477.34,6179949.69
1005,"Svarte",Ystad,Skåne,55.4317,13.714,418625.28,6143582.69
1003,"Norrsundet",Gävle,Gävleborg,60.9368,17.1422,616077.4,6757641.77
1001,"Grängesberg västra",Ludvika,Dalarna,60.0793,14.9789,498824.74,6660238.07
1000,"Töre",Kalix,Norrbotten,65.9159,22.6513,847717.49,7331769.23
1000,"Söderbärke",Smedjebacken,Dalarna,60.0764,15.5402,530063.99,6660045.26
1000,"Ekeby",Södertälje,Stockholm,59.254,17.518,643577.66,6571053.34
995,"Nälden",Krokom,Jämtland,63.3482,14.2571,462821.67,7024598.44
995,"Arvidsvik",Kungälv,Västra Götaland,57.891,11.5984,298377.65,6421642.81
987,"Nyhammar",Ludvika,Dalarna,60.2791,14.972,498453.21,6682491.33
986,"Tidan",Skövde,Västra Götaland,58.5677,14.0073,442257.4,6492344.13
986,"Vedum",Vara,Västra Götaland,58.1705,12.9975,382209.79,6449443.6
985,"Rydboholm",Borås,Västra Götaland,57.6555,12.8839,373734.49,6392331.51
983,"Barsebäck",Kävlinge,Skåne,55.7716,12.9577,371888.46,6182546.4
980,"Rockneby",Kalmar,Kalmar,56.8018,16.3518,582551.67,6296134.55
979,"Grevie",Båstad,Skåne,56.3847,12.7871,363371.58,6251093.59
979,"Skogsby",Mörbylånga,Kalmar,56.6356,16.5223,593372.96,6277862.53
979,"Väckelsång",Tingsryd,Kronoberg,56.643,14.9172,494919.91,6277651.96
974,"Kvibille",Halmstad,Halland,56.7819,12.8338,367653.73,6295203.3
974,"Kristdala",Oskarshamn,Kalmar,57.4006,16.2057,572453.87,6362625.79
971,"Råby",Håbo,Uppsala,59.5347,17.5057,641699.94,6602266.11
967,"Näsviken",Hudiksvall,Gävleborg,61.7579,16.8739,598915.51,6848634.91
967,"Lilla Tjärby",Laholm,Halland,56.5274,13.056,380419.36,6266475.57
967,"Urshult",Tingsryd,Kronoberg,56.5349,14.7851,486779.81,6265638.78
964,"Indal",Sundsvall,Västernorrland,62.567,17.1165,608778.73,6939128.19
964,"Skillinge",Simrishamn,Skåne,55.4566,14.2601,453211.94,6145851.29
963,"Kinnarp",Falköping,Västra Götaland,58.077,13.5212,412780.53,6438234.46
963,"Skånes-Fagerhult",Örkelljunga,Skåne,56.3735,13.4703,405523.84,6248704.8
961,"Parksidan och Solsidan",Ekerö,Stockholm,59.2816,17.8484,662279.8,6574876.49
957,"Burseryd",Gislaved,Jönköping,57.2024,13.2876,396548.82,6341216.61
956,"Kjulaås",Eskilstuna,Södermanland,59.3877,16.6801,595432.92,6584433.53
955,"Läckeby",Kalmar,Kalmar,56.7853,16.2926,578970.37,6294235.88
954,"Gamla Berget och Korsgården",Falun,Dalarna,60.6002,15.5719,531321.16,6718389.01
953,"Kyrkhult",Olofström,Blekinge,56.358,14.589,474601.66,6245995.66
949,"Ekshärad",Hagfors,Värmland,60.1738,13.4931,416394.08,6671725.97
949,"Borrby",Simrishamn,Skåne,55.4558,14.1796,448115.23,6145821.61
947,"Sundborn",Falun,Dalarna,60.6493,15.7506,541041.93,6723956.01
945,"Hummelsta",Enköping,Uppsala,59.6269,16.9441,609645.06,6611468.74
943,"Timmersdala",Skövde,Västra Götaland,58.5245,13.7618,427885.85,6487772.73
941,"Norra Bro",Örebro,Örebro,59.2181,15.2474,514122.45,6564360.04
941,"Dingle",Munkedal,Västra Götaland,58.5239,11.5775,300718.48,6492123.15
941,"Varekil",Orust,Västra Götaland,58.124,11.7066,306047.81,6447248.26
936,"Dösjebro",Kävlinge,Skåne,55.8202,13.0264,376349,6187836.15
936,"Viksäter och Viksberg",Södertälje,Stockholm,59.2421,17.6177,649311.98,6569946.84
934,"Söderåkra",Torsås,Kalmar,56.4472,16.0569,565154.32,6256350.46
933,"Sydöstra Fullerö",Uppsala,Uppsala,59.9416,17.675,649440.71,6647928.38
932,"Diö",Älmhult,Kronoberg,56.6464,14.2321,452908.25,6278284.74
932,"Fjärdhundra",Enköping,Uppsala,59.7755,16.918,607695.55,6627967.84
929,"Brännö",Göteborg,Västra Götaland,57.643,11.7772,307652.51,6393532.05
927,"Malmberget västra",Gällivare,Norrbotten,67.1743,20.6461,744141.58,7461906.75
927,"Röstånga",Svalöv,Skåne,56.0005,13.2842,392995.12,6207462.15
926,"Aröd och Timmervik",Kungälv,Västra Götaland,57.9654,11.7677,308800.74,6429437.31
926,"Hammenhög",Simrishamn,Skåne,55.503,14.1558,446674.15,6151093.72
925,"Everöd",Kristianstad,Skåne,55.894,14.1126,444503.87,6194637.01
920,"Gärds Köpinge",Kristianstad,Skåne,55.9428,14.1537,447143.21,6200033.37
917,"Älandsbro",Härnösand,Västernorrland,62.6807,17.8491,645854.52,6953241.48
917,"Kungsberga",Ekerö,Stockholm,59.4045,17.6241,648962.25,6588034.76
915,"Åbyggeby",Gävle,Gävleborg,60.7338,17.1151,615339.82,6734995.76
915,"Kosta",Lessebo,Kronoberg,56.8433,15.3963,524175.67,6300012.51
909,"Almunge",Uppsala,Uppsala,59.8733,18.0495,670703.17,6641227.66
901,"Lundsbrunn",Götene,Västra Götaland,58.4724,13.4474,409445.99,6482356.56
900,"Österbymo",Ydre,Östergötland,57.8262,15.2814,516713.87,6409396.27
898,"Vretstorp",Hallsberg,Örebro,59.024,14.8666,492338.72,6542730.28
896,"Kåhög",Partille,Västra Götaland,57.7509,12.1521,330526.39,6404541.82
896,"Östra Karup",Båstad,Skåne,56.4287,12.9137,371339.7,6255751.18
896,"Tjörnarp",Höör,Skåne,55.9961,13.6292,414500.75,6206497.99
895,"Tystberga",Nyköping,Södermanland,58.8522,17.2394,629196.27,6525759.46
894,"Sollerön",Mora,Dalarna,60.9177,14.6161,479181.82,6753682.9
888,"Hållsta",Eskilstuna,Södermanland,59.2934,16.4544,582840.27,6573624.64
886,"Norje",Sölvesborg,Blekinge,56.1164,14.6781,479981.95,6219084.8
885,"Vikmanshyttan",Hedemora,Dalarna,60.2966,15.8322,545998.57,6684736.55
885,"Kivik",Simrishamn,Skåne,55.6841,14.2209,451016.91,6171196.35
885,"Glömminge och Strandskogen",Mörbylånga,Kalmar,56.7023,16.5019,591961.56,6285257.67
884,"Rejmyre",Finspång,Östergötland,58.8308,15.9294,553659.05,6521581.56
882,"Östra Husby",Norrköping,Östergötland,58.5745,16.5584,590628.52,6493726.95
882,"Vidja",Huddinge,Stockholm,59.1967,18.0618,674863.04,6565968.08
882,"Norra Ingaröstrand och Skälsmara",Värmdö,Stockholm,59.2718,18.5166,700379.52,6575611.15
881,"Skavkulla och Skillingenäs",Karlskrona,Blekinge,56.1814,15.513,531841.47,6226384.71
879,"Torsåker",Hofors,Gävleborg,60.511,16.4664,580522.53,6709220.93
877,"Ullervad",Mariestad,Västra Götaland,58.6692,13.8503,433315.02,6503790.74
877,"Aska, Tuna och Sandviken",Södertälje,Stockholm,59.2643,17.4889,641875.83,6572128.38
875,"Alstermo",Uppvidinge,Kronoberg,56.9728,15.6573,539956.43,6314553.05
873,"Björnås",Åstorp,Skåne,56.1247,12.9638,373422.8,6221820.73
872,"Jonsered",Partille,Västra Götaland,57.745,12.1734,331766.97,6403836.8
871,"Rutvik",Luleå,Norrbotten,65.6728,22.087,825219.65,7301799.46
871,"Tollered",Lerum,Västra Götaland,57.8177,12.4267,347146.08,6411319.84
871,"Algutsrum",Mörbylånga,Kalmar,56.6849,16.521,593173.09,6283343.48
868,"Gunsta",Uppsala,Uppsala,59.8505,17.8391,659040.44,6638174.12
867,"Tällberg",Leksand,Dalarna,60.8221,14.996,499781.38,6742970.99
863,"Väröbacka",Varberg,Halland,57.2474,12.1789,329793.26,6348449.42
862,"Ransta",Sala,Västmanland,59.8087,16.6371,591835.4,6631246.12
861,"Kortebo",Jönköping,Jönköping,57.8166,14.1442,449155.71,6408610.84
859,"Anneberg",Nässjö,Jönköping,57.7225,14.8032,488277.42,6397831.78
858,"Östra Grevie",Vellinge,Skåne,55.4733,13.1336,382027.42,6149043.39
851,"Mörsil",Åre,Jämtland,63.3076,13.6585,432770.83,7020567.09
851,"Abbekås",Skurup,Skåne,55.398,13.5963,411103.13,6139979.01
846,"Holsbybrunn",Vetlanda,Jönköping,57.4323,15.2011,512072.64,6365528.04
843,"Vollsjö",Sjöbo,Skåne,55.6993,13.7868,423751.24,6173284.67
842,"Sälen",Malung-Sälen,Dalarna,61.1526,13.2665,406700.65,6781022.94
840,"Harlösa",Eslöv,Skåne,55.718,13.5257,407386.04,6175684.27
838,"Karby",Vallentuna,Stockholm,59.5612,18.2197,681915.96,6606949.9
837,"Figeholm",Oskarshamn,Kalmar,57.3735,16.5535,593417.12,6360032.58
836,"Vessigebro",Falkenberg,Halland,56.9773,12.653,357356.15,6317314.23
834,"Hagby",Kalmar,Kalmar,56.5546,16.1791,572479.88,6268434.58
833,"Torsång",Borlänge,Dalarna,60.468,15.5646,531043.95,6703667.11
833,"Åbytorp",Kumla,Örebro,59.1256,15.0505,502890.28,6554043.81
833,"Östansjö",Hallsberg,Örebro,59.0413,14.9773,498696.49,6544650.14
832,"Tofta",Gotland,Gotland,57.4897,18.1364,687979.61,6376242.13
830,"Björnlunda",Gnesta,Södermanland,59.0623,17.1587,623782.46,6548985.39
829,"Svartvik",Sundsvall,Västernorrland,62.3134,17.3602,622330.18,6911325.88
828,"Njutånger",Hudiksvall,Gävleborg,61.6124,17.0568,609083.87,6832720.91
828,"Holm",Halmstad,Halland,56.7403,12.8558,368850.97,6290532.54
828,"Mörlunda",Hultsfred,Kalmar,57.3204,15.8678,552264.86,6353389.71
826,"Bergshammar",Nyköping,Södermanland,58.7403,16.9139,610775.38,6512711.57
823,"Hörvik",Sölvesborg,Blekinge,56.0451,14.7464,484199.41,6211131.05
822,"Ersmark",Skellefteå,Västerbotten,64.8469,20.8808,778589.93,7204346.67
822,"Velanda",Trollhättan,Västra Götaland,58.2312,12.3079,341925.69,6457613.98
821,"Nyland",Kramfors,Västernorrland,63.0135,17.755,639451.41,6990080.96
819,"Fjällbacka",Tanum,Västra Götaland,58.5978,11.2863,284226.13,6501241.05
816,"Harbo",Heby,Uppsala,60.1069,17.1983,622204.2,6665347.4
815,"Våmhus",Mora,Dalarna,61.1133,14.4609,470946.65,6775523.68
815,"Fårösund",Gotland,Gotland,57.8588,19.0484,740155.15,6420177.87
813,"Sexdrega",Svenljunga,Västra Götaland,57.5786,13.1187,387500.02,6383350.2
812,"Ekeby",Kumla,Örebro,59.1692,15.2561,514638.66,6558917.48
810,"Bottnaryd",Jönköping,Jönköping,57.7711,13.8267,430206.13,6403826.06
808,"Ramsele",Sollefteå,Västernorrland,63.5401,16.4755,573348.85,7046618.54
805,"Grythyttan",Hällefors,Örebro,59.7076,14.5338,473766.47,6618938.9
804,"Lövånger",Skellefteå,Västerbotten,64.3675,21.3132,804343.71,7153110.3
802,"Älvnäs",Ekerö,Stockholm,59.2879,17.7662,657565.81,6575381.41
800,"Rundvik",Nordmaling,Västerbotten,63.5373,19.437,720469.49,7053106.01
798,"Bleket och Klädesholmen",Tjörn,Västra Götaland,57.9531,11.5734,297242.79,6428633.32
798,"Åsljunga",Örkelljunga,Skåne,56.3107,13.364,398790.37,6241859.93
796,"Stora Mellösa",Örebro,Örebro,59.2106,15.5009,528603.21,6563606.79
795,"Nyborg",Kalix,Norrbotten,65.7933,23.1794,873392.77,7321229.63
794,"Stora Levene",Vara,Västra Götaland,58.3263,12.9211,378249.14,6466924.1
794,"Dals Rostock",Mellerud,Västra Götaland,58.7177,12.3573,346955.6,6511632.77
793,"Glanshammar",Örebro,Örebro,59.3161,15.404,522995.7,6575320.23
792,"Ytternäs och Vreta",Uppsala,Uppsala,59.7722,17.5989,645931.6,6628906.4
791,"Alster",Karlstad,Värmland,59.3989,13.6238,421852.53,6585275.59
791,"Arkelstorp",Kristianstad,Skåne,56.1686,14.2919,456027.34,6225064.98
791,"Vintrie",Malmö,Skåne,55.5541,12.9593,371274.43,6158348.33
790,"Järpås",Lidköping,Västra Götaland,58.3801,12.9744,381552.07,6472814.36
787,"Vallåkra",Helsingborg,Skåne,55.9591,12.829,364469.02,6203660.02
786,"Latorpsbruk",Örebro,Örebro,59.2723,14.983,499033.83,6570372.93
782,"Skee",Strömstad,Västra Götaland,58.9244,11.2688,285236.76,6537628.14
781,"Unnaryd",Hylte,Halland,56.9547,13.528,410473.45,6313308.2
780,"Hällevadsholm",Munkedal,Västra Götaland,58.5773,11.525,297966.85,6498214.7
779,"Dvärsätt",Krokom,Jämtland,63.2996,14.4636,473110.1,7019079.75
779,"Junsele",Sollefteå,Västernorrland,63.6977,16.8517,591537.43,7064654.32
779,"Nävekvarn",Nyköping,Södermanland,58.632,16.7922,604057.2,6500463.08
778,"Kungsgården",Sandviken,Gävleborg,60.6067,16.6008,587644.5,6720045.56
778,"Nusnäs",Mora,Dalarna,60.9608,14.642,480613.21,6758477.75
777,"Lekeryd",Jönköping,Jönköping,57.7724,14.4149,465198.03,6403520.22
776,"Ryssby",Ljungby,Kronoberg,56.8558,14.1614,448859.76,6301650.16
774,"Kattarp",Helsingborg,Skåne,56.1419,12.7811,362131.2,6224087.19
772,"Timmele",Ulricehamn,Västra Götaland,57.8564,13.4285,406746.36,6413807.55
772,"Gladö kvarn",Huddinge,Stockholm,59.1904,17.9837,670436.68,6565060.99
770,"Björnänge",Åre,Jämtland,63.3744,13.1535,407682.04,7028639.28
770,"Eldsberga",Halmstad,Halland,56.5979,12.9873,376424.28,6274444.33
768,"Buerås",Kungsbacka,Halland,57.4247,11.97,318070.82,6368714.98
767,"Burlövs egnahem",Burlöv,Skåne,55.6352,13.0995,380362.02,6167118.67
766,"Sommen",Tranås,Jönköping,58.1349,14.9647,497922.38,6443729.31
765,"Segersäng",Nynäshamn,Stockholm,59.0266,17.9327,668325.05,6546706.91
762,"Hede",Härjedalen,Jämtland,62.4099,13.5233,423702.13,6920721.08
761,"Ullånger",Kramfors,Västernorrland,63.0094,18.1834,661145.47,6990631.91
760,"Furuvik",Gävle,Gävleborg,60.6496,17.3299,627383.95,6726018.4
759,"Orrefors",Nybro,Kalmar,56.84,15.7459,545507.39,6299827.75
755,"Vittangi",Kiruna,Norrbotten,67.6783,21.6384,780916.4,7522071.89
754,"Fors",Avesta,Dalarna,60.2082,16.3118,572707.74,6675325.76
754,"Högsäter",Färgelanda,Västra Götaland,58.65,12.0541,329071.84,6504829.91
754,"Kållekärr",Tjörn,Västra Götaland,58.0234,11.6498,302152.77,6436227.2
751,"Traryd",Markaryd,Kronoberg,56.577,13.744,422837.23,6271006.11
750,"Korsberga",Vetlanda,Jönköping,57.3033,15.1258,507577.16,6351158.08
749,"Mellansel",Örnsköldsvik,Västernorrland,63.4269,18.3088,665092.78,7037417.17
749,"Rinkaby",Kristianstad,Skåne,55.9875,14.2713,454539.68,6204929.07
748,"Ullared",Falkenberg,Halland,57.1408,12.7227,362197.64,6335363.14
748,"Stora Vika",Nynäshamn,Stockholm,58.955,17.7863,660261.16,6538380.11
747,"Stoby",Hässleholm,Skåne,56.1784,13.8261,427129.12,6226558.07
747,"Torna Hällestad",Lund,Skåne,55.6768,13.4145,400299.97,6171250.37
743,"Johannishus",Ronneby,Blekinge,56.224,15.4195,526010.34,6231093.32
743,"Hästängen och Mora",Norrtälje,Stockholm,59.6396,18.6686,706779.29,6616995.61
742,"Allerum",Helsingborg,Skåne,56.1191,12.6922,356522.2,6221734.82
742,"Brösarp",Tomelilla,Skåne,55.7243,14.103,443658.96,6175758.5
741,"Villshärad",Halmstad,Halland,56.6944,12.6955,358876.69,6285743.55
739,"Sparreholm",Flen,Södermanland,59.0733,16.8212,604400.11,6549641.6
736,"Lesjöfors",Filipstad,Värmland,59.9762,14.1833,454416.99,6649046.38
736,"Vallberga",Laholm,Halland,56.4672,13.0248,378312.95,6259830.44
735,"Hyssna",Mark,Västra Götaland,57.5572,12.5394,352782.28,6382078.59
735,"Kläppa",Kungsbacka,Halland,57.362,12.1597,329164.12,6361252.27
735,"Arild",Höganäs,Skåne,56.2641,12.5905,350769.55,6238088.06
732,"Berga",Högsby,Kalmar,57.2151,16.0232,561796.69,6341789.24
732,"Skärplinge",Tierp,Uppsala,60.4697,17.7543,651413.83,6706894.79
730,"Årnäs",Varberg,Halland,57.1999,12.2003,330864.01,6343116
730,"Sandskogen",Kävlinge,Skåne,55.7603,12.9817,373351.78,6181242.45
730,"Ölsta",Ekerö,Stockholm,59.4042,17.6664,651363.5,6588090.62
729,"Dalstorp",Tranemo,Västra Götaland,57.6019,13.5245,411823.64,6385344.07
729,"Ljunga",Norrköping,Östergötland,58.5791,16.3055,575916.97,6493921.51
728,"Ronnebyhamn",Ronneby,Blekinge,56.1782,15.2749,517066.7,6225943.13
727,"Hällesåker",Mölndal,Västra Götaland,57.6037,12.1916,332195.81,6388069.25
726,"Tidö-Lindö",Västerås,Västmanland,59.5137,16.5312,586651.31,6598251.59
725,"Nykroppa",Filipstad,Värmland,59.6209,14.305,460790.85,6609399.65
724,"Edsvalla",Karlstad,Värmland,59.4353,13.2087,398394.12,6589891.29
724,"Myresjö",Vetlanda,Jönköping,57.3856,14.9646,497870.06,6360313.7
723,"Grimsås",Tranemo,Västra Götaland,57.4843,13.5485,412978.6,6372224.77
717,"Yngsjö",Kristianstad,Skåne,55.8807,14.2429,452635.62,6193057.07
716,"Fliseryd",Mönsterås,Kalmar,57.1245,16.257,576100.95,6331950.51
715,"Rot",Älvdalen,Dalarna,61.2533,14.0295,447927.22,6791383.1
715,"Jössefors",Arvika,Värmland,59.6727,12.5057,359525.31,6617606.87
715,"Säve",Göteborg,Västra Götaland,57.8038,11.9118,316497.57,6411058.94
708,"Hamburgsund",Tanum,Västra Götaland,58.5579,11.2714,283116.02,6496845.9
704,"Gyttorp",Nora,Örebro,59.5081,14.9707,498340.99,6596634.86
702,"Sandhem",Mullsjö,Jönköping,57.9859,13.7683,427170.75,6427800.4
701,"Strömsholm",Hallstahammar,Västmanland,59.5269,16.2373,569995.1,6599381.35
701,"Lugnet och Skälsmara",Värmdö,Stockholm,59.248,18.533,701458.89,6573011.24
700,"Gredbylund och Odlaren",Eskilstuna,Södermanland,59.3566,16.5633,588878.66,6580803.54
699,"Åsensbruk",Mellerud,Västra Götaland,58.7992,12.4254,351243.76,6520555.77
696,"Simlångsdalen",Halmstad,Halland,56.7243,13.1284,385472.87,6288262.22
695,"Valskog",Kungsör,Västmanland,59.4412,15.9447,553580.7,6589565.14
694,"Häradsbygden",Leksand,Dalarna,60.6945,15.0475,502591.67,6728766.4
692,"Jukkasjärvi",Kiruna,Norrbotten,67.8521,20.5964,735180.95,7537027.88
692,"Gällö",Bräcke,Jämtland,62.9131,15.2326,511816.13,6975931.58
692,"Dalum",Ulricehamn,Västra Götaland,57.9018,13.465,409021.68,6418807.99
692,"Knutby",Uppsala,Uppsala,59.9075,18.2606,682328.34,6645601.3
691,"Rud",Hammarö,Värmland,59.3095,13.5862,419508.46,6575368.94
690,"Sankt Olof",Simrishamn,Skåne,55.6418,14.1266,445027.74,6166556.88
689,"Ardala",Skara,Västra Götaland,58.3614,13.3375,402729.03,6470143.33
687,"Sörvik",Ludvika,Dalarna,60.195,15.1376,507628.52,6673132.55
686,"Genevad",Laholm,Halland,56.5663,13.0306,378987.11,6270845.75
685,"Fridlevstad",Karlskrona,Blekinge,56.2705,15.5383,533336.64,6236316.19
684,"Särna",Älvdalen,Dalarna,61.6919,13.1329,401228.57,6841280.28
683,"Koppom",Eda,Värmland,59.7012,12.1562,339984.28,6621570.39
683,"Fagersanna",Tibro,Västra Götaland,58.4665,14.2876,458438.48,6480870.85
678,"Ucklum",Stenungsund,Västra Götaland,58.0831,11.9556,320503.24,6442010.86
677,"Björbo",Gagnef,Dalarna,60.4588,14.7119,484151.21,6702548.65
676,"Tumlehed",Göteborg,Västra Götaland,57.7309,11.7285,305219.8,6403457.55
676,"Lidhult",Ljungby,Kronoberg,56.8282,13.4365,404585.24,6299349.77
676,"Åryd",Växjö,Kronoberg,56.8282,14.9797,498761.61,6298265.78
675,"Bäckefors",Bengtsfors,Västra Götaland,58.802,12.1539,335579.93,6521500.56
674,"Åshammar",Sandviken,Gävleborg,60.6416,16.5497,584755.59,6723866.26
673,"Röda holme",Kungsbacka,Halland,57.3716,11.9755,318140.47,6362796.67
673,"Tobo",Tierp,Uppsala,60.2583,17.6543,646867.37,6683135.86
672,"Vedevåg",Lindesberg,Örebro,59.5272,15.2953,516704.27,6598795.09
671,"Edane",Arvika,Värmland,59.6287,12.8185,376975.64,6612084.73
671,"Lövestad",Sjöbo,Skåne,55.6533,13.8918,430271.01,6168046.04
671,"Nyhagen och Översättra",Österåker,Stockholm,59.4968,18.3788,691263.04,6600238.52
671,"Bammarboda",Österåker,Stockholm,59.5211,18.4952,697705.69,6603273.53
670,"Norra Visby",Gotland,Gotland,57.666,18.3341,698858.17,6396411.33
670,"Hok",Vaggeryd,Jönköping,57.5147,14.2771,456694.81,6374911.3
670,"Länna",Uppsala,Uppsala,59.8723,17.9281,663918.37,6640808.45
668,"Bäsna",Gagnef,Dalarna,60.5388,15.2123,511647.54,6711438.59
667,"Varnhem",Skara,Västra Götaland,58.3857,13.6508,421111.96,6472445.02
667,"Filsbäck",Lidköping,Västra Götaland,58.4882,13.2496,397954.92,6484393.08
667,"Gullbranna",Halmstad,Halland,56.5868,12.9488,374024.79,6273277.58
